text,cmp_code,party_id,date
"creating more than 200,000 local jobs.",701,51110,201505
Add further higher bands to Council Tax to allow authorities to raise more on the largest homes.,503,51110,201505
"Not cap what local authorities are allowed to raise in Council Tax,",301,51110,201505
"allow local councils to conduct revaluations and to set their own multiplier rates, provided they are more progressive,",503,51110,201505
and not require a Council Tax referendum when they do so.,301,51110,201505
Ensure that grant funding is sufficient to pay for all statutory services that councils are required to provide.,301,51110,201505
"To fund discretionary activities, we would allow local authorities to set local business rates, and then distribute the whole of Council Tax receipts and Business Rate receipts between local authorities on a basis decided by a Commission independent of central government set up by local authorities themselves.",301,51110,201505
"Also allow local authorities to levy new local taxes, such as local tourist taxes,",301,51110,201505
"empty homes levies,",301,51110,201505
supermarket taxes,301,51110,201505
"or workplace parking levies,",301,51110,201505
"and to set rates for and keep part or all of some taxes collected locally, such as income tax and VAT, and distribute them as above.",301,51110,201505
"Allow local authorities freedom to set local fines, fees and charges.",301,51110,201505
Put these taxation arrangements beyond future Whitehall revision by giving formal constitutional protection to local democracy and tax-raising powers.,204,51110,201505
Scrap the New Homes Bonus and add the money to the Revenue Support Grant.,503,51110,201505
Not start any new private finance initiative projects,413,51110,201505
"and set local authorities free to borrow to fund local capital investment in social housing, electricity generation and distribution, and local public transport.",301,51110,201505
Set up a fund of up to £5 billion over the Parliament to buy out existing PFI projects where it is a good deal to do so.,413,51110,201505
Democracy,202,51110,201505
"Restore local authority control over education, with full delegation of the appropriate budgets.",301,51110,201505
"Allow local authorities to run local public transport and other local services such as domestic and commercial waste disposal, community energy schemes and local food production entirely as they wish,",301,51110,201505
including using publicly owned and run services and employing social enterprise and voluntary sector organisations.,301,51110,201505
Keep trade local by allowing local authorities to favour local procurement to help their local economy.,301,51110,201505
Give local authorities powers to encourage local live performance in the arts by moving funding from the regional to the local level,301,51110,201505
and modifying regulations so that small-scale live performance in pubs and similar venues is not stifled.,301,51110,201505
"Create an Assembly for Cornwall, with similar powers to the Welsh Assembly.",301,51110,201505
Work for the abolition of the City of London Corporation and the special statuses it enjoys.,202,51110,201505
"Residents will decide on the future governance arrangements for the local functions exercised by the Corporation, with the same division of roles between the local and the strategic as in any other part of London.",202,51110,201505
Planning Require local authorities to set out a local carbon plan showing how their area will meet overall greenhouse gas reduction targets.,501,51110,201505
Put planning back in the hands of local government by: repealing the National Planning Policy Framework,301,51110,201505
and in particular its presumption in favour of economic development;,416,51110,201505
restricting the ability of the Secretary of State to call in planning applications;,301,51110,201505
restricting the right of applicants to appeal only where there has been an error in the planning process;,301,51110,201505
"strengthening local authorities’ powers to prevent changes of use for important community facilities such as local shops, pubs and meeting halls;",301,51110,201505
"giving local authorities planning powers to support local shops and businesses through planning policies including business conservation areas,",301,51110,201505
"ensuring basic shops are available within walking distance in all urban areas,",501,51110,201505
restricting the number of payday lenders,301,51110,201505
and restricting the power of supermarkets;,301,51110,201505
and introducing a community right of appeal where a development is non-compliant with a neighbourhood plan or local plan.,301,51110,201505
"Support preservation of the historic environment, in part by being flexible about how older buildings reduce their energy use.",501,51110,201505
Constitutional Convention The Green Party supports calls for a Constitutional Convention led by citizens – a People’s Convention.,202,51110,201505
We’d use that opportunity to make the case for the changes detailed above.,204,51110,201505
"Parts of England, based on groups of local authorities, could come together to exercise greater powers; these might amount to existing regions, or possibly city regions.",204,51110,201505
"The process must be driven by the bottom up decisions of local authorities, not by top down direction.",202,51110,201505
"The Convention would also consider further devolution to Scotland, Northern Ireland and Wales.",204,51110,201505
"As set out above, we favour much greater devolution to and tax-raising powers for local authorities, with this settlement put beyond future Whitehall revision by giving formal constitutional protection to local democracy",204,51110,201505
. Any constitutional changes should be subject to referendums.,202,51110,201505
Greens have long supported the process of devolution in Wales.,301,51110,201505
"We believe that the people of Wales should enjoy the degree of autonomy, perhaps including full self-government or independence, that they wish to have, as expressed in a referendum.",301,51110,201505
"Up until any such referendum, Greens in Wales will focus on improving and maximising the potential of the current devolution settlement.",301,51110,201505
"Reflecting the devolved status of Wales within the UK, the Wales Green Party has an autonomous status within the wider party and publishes independent policy statements and its own manifesto covering all areas of devolved power.",301,51110,201505
"These include matters such as health, education, transport and housing.",301,51110,201505
"Greens in Wales would: Increase real power at all levels, from local councils up to the Welsh Assembly.",301,51110,201505
Increase the number of Assembly members.,301,51110,201505
Push for the National Assembly to become a Parliament with powers equal to those in Scotland.,301,51110,201505
One benefit of these increased powers would be the ability for Wales to fully realise its potential as a producer of clean renewable energy.,501,51110,201505
Greens recognise that cultural diversity is as vital as ecological biodiversity in maintaining and enriching a healthy and fair society.,607,51110,201505
"We would promote and protect this cultural diversity at a grassroots level with the promotion of community radio, television, live arts, etc. in both the Welsh and English languages.",607,51110,201505
Wales Green Party policies would help create the strong local sustainable economies and thriving communities necessary for the future of the Welsh language and the nation’s rich cultural diversity.,607,51110,201505
We live in the information age and we know that information is power.,201,51110,201505
But how should information be controlled?,201,51110,201505
"What information should be available, and to whom?",201,51110,201505
"The Green Party supports a world of open, freely flowing information.",201,51110,201505
We don’t want disproportionate or unaccountable surveillance or censorship.,201,51110,201505
"We want a transparent state, but we want control over the data that our digital lives create.",201,51110,201505
We need copyright laws that reward creators but that are consistent with digital technologies.,201,51110,201505
Above all we want democratic political control of this technology,202,51110,201505
We would consider combining elements of the policies below into a comprehensive Digital Bill of Rights.,201,51110,201505
We would: Oppose any case for secret unaccountable mass surveillance of the type exposed by Edward Snowden.,201,51110,201505
We do accept that government law enforcement agencies may occasionally need to intercept communications in specific circumstances.,201,51110,201505
"Such specific surveillance should be proportionate, necessary, effective and within the rule of law, with independent judicial approval and genuine parliamentary oversight.",202,51110,201505
"Replace the Regulation of Investigatory Powers Act 2000, which has failed to regulate the deployment of undercover police;",201,51110,201505
to support the confidentiality of journalistic sources; // to support legal confidentiality;,201,51110,201505
and to enshrine an open and effective right of redress.,201,51110,201505
Support and protect Internet freedom.,201,51110,201505
Follow human rights judgments limiting surveillance and data retention in full.,201,51110,201505
Support the EU’s proposals to strengthen data protection laws against opposition from large US data-driven companies.,108,51110,201505
"Limit the censoring or takedown of content or activity to exceptional circumstances, clearly set out within a comprehensive legal framework.",201,51110,201505
"Make copyright shorter in length, fair and flexible, and prevent patents applying to software.",201,51110,201505
Introduce a more satisfactory law on so-called malicious comments made on social media than the blanket and crude section 127 of the Communications Act 2003.,201,51110,201505
"Oppose the privatisation of data held by the government that should be open to all, such as the Postcode Address File,",201,51110,201505
"or by companies providing public services, such as data on the progress of buses that can be used by Smartphone apps to predict waiting times.",201,51110,201505
"Oppose the sale of personal data, such as health or tax records, for commercial or other ends.",201,51110,201505
Use government purchasing power to support open standards in information technology.,201,51110,201505
How politics is reported is vital for our democracy – active citizenship has to be informed citizenship.,202,51110,201505
Public support for the arts is part of a civilised society.,502,51110,201505
We would: Tighten the rules on cross-media ownership and ensure that no individual or company owns more than 20% of a media market.,403,51110,201505
Support the recommendations of the Leveson Inquiry into press ethics and for the cross-party Royal Charter.,201,51110,201505
But if this is not supported by all the major newspapers we will support legislation to implement the Leveson system of independent press self-regulation.,201,51110,201505
"Maintain the BBC as the primary public service broadcaster, free of government interference, with funding guaranteed in real terms in statute to prevent government interference.",201,51110,201505
Increase government arts funding by £500 million a year to restore the cuts made since 2010,502,51110,201505
"and reinstate proper levels of funding for local authorities, helping to keep local museums, theatres, libraries and art galleries open.",502,51110,201505
Reduce VAT to 5% for live performances.,502,51110,201505
Work to support fair pay productions in the arts.,502,51110,201505
Support initiatives to make the arts and sports accessible to all.,502,51110,201505
"Set targets for participation in sports by women, ethnic minorities and disabled people in particular.",503,51110,201505
Make sure all children get at least a half-day equivalent of sports in school,502,51110,201505
and encourage both the use of schools sports facilities by the community,502,51110,201505
and participation in regional and national sporting events by our young people.,502,51110,201505
Ensure that all have digital access and give BT and other public telecommunications operators an obligation to provide affordable high-speed broadband-capable infrastructure to every household,411,51110,201505
and small business.,403,51110,201505
"This in particular will encourage video-conferencing, helping to reduce both business and family travel.",501,51110,201505
Strengthen controls on advertising directed at children.,403,51110,201505
Value the contribution made by civil society organisations both here and abroad.,606,51110,201505
"In particular, we would repeal the Lobbying Act 2014 (see the ‘Green MP opposes the Lobbying Bill’ box below).",201,51110,201505
Support state funding of political parties.,202,51110,201505
Give fair representation to political parties in televised debates.,202,51110,201505
"Caroline Lucas opposes the Lobbying Bill At every stage of the Lobbying Bill’s progress through Parliament, Green MP Caroline Lucas was at the forefront of attempts to stop the Bill becoming law.",201,51110,201505
She was one of a group of MPs who tabled an amendment to reject the Bill outright and was a vocal critic of moves to drastically curtail the debate we need for a healthy democracy.,202,51110,201505
"Caroline campaigned for legislation that would shine a real light on lobbying activity and criticised the Coalition’s proposals for letting most corporate lobbyists off the hook, at the same time as effectively gagging the activities of civil society groups speaking out on anything from housing policy to wildlife conservation.",201,51110,201505
She tabled an amendment to the Bill that would have opened up to proper scrutiny how much is spent on lobbying,202,51110,201505
– as well as who is doing it.,202,51110,201505
She called for details to be made public about when staff transfer between the civil service and the private sector.,304,51110,201505
And she has stood up in Parliament time and again to reiterate the Green Party’s commitment to repealing what’s dubbed the Gagging Bill.,201,51110,201505
"Imagine being able to leave your car in the garage – or not needing one at all... because reliable, affordable public transport, coupled with safe, clean, welcoming streets for walking and cycling, meets your transport needs.",501,51110,201505
Could that not be the real world?,501,51110,201505
"Like so much else, the UK has got transport upside down.",501,51110,201505
"The big picture is a world of finite resources, especially the type that runs much of our transport – petroleum.",501,51110,201505
"This is running out, and we know we need to leave much of what is left in the ground.",501,51110,201505
We have to create a transport system based on sustainable alternatives.,501,51110,201505
"We also have an increasingly car-dependent population because the cost of public transport has risen faster than wages and faster than the total cost of driving,",501,51110,201505
and in many areas public transport is so scarce that people have little alternative but to get around by car.,501,51110,201505
This has led to a public health crisis caused by rising levels of physical inactivity and health-damaging air pollution.,501,51110,201505
"We also face an increasing toll of death and injury on the roads, particularly among pedestrians and cyclists who face unacceptable danger in our vehicle-dominated and congested towns, cities and villages.",501,51110,201505
"Our privatised railways are fragmented and uncoordinated, ticket prices are high and unpredictable, and timetables do not connect seamlessly with buses at stations.",413,51110,201505
This means rail fails to play its full part in delivering an effective alternative to the private car.,501,51110,201505
Long-distance travel by air is one of the most energy-intensive and polluting forms of transport and causes health-damaging local pollution near airports.,416,51110,201505
"Aviation fuel goes untaxed and there is no VAT on tickets, amounting to a £16 billion a year subsidy in the UK.",416,51110,201505
"We need a shift in priority, removing subsidies from air travel to invest in public transport that supports the common good.",416,51110,201505
"In the long run we have to create a transport system that is socially just and addresses health inequality by prioritising affordable access to services by walking, cycling and public transport,",416,51110,201505
"by reducing road danger,",501,51110,201505
by cleaning up our air,501,51110,201505
and by minimising congestion.,501,51110,201505
"This transport system should use electricity, not oil,",501,51110,201505
"and make our towns, cities and villages into more liveable, socially inclusive places.",501,51110,201505
"Against this backdrop, mainstream transport policy, which urges us to travel further and faster than ever before, is senseless, yet this is what all parties except the Green Party offer you.",416,51110,201505
"The key to getting this right is to manage demand rather than increase it; that is, to reduce the need to travel in the first place.",416,51110,201505
"We need to: Reduce the distances travelled,",501,51110,201505
reduce the number of journeys made by car,501,51110,201505
"and switch as many journeys as possible to walking, cycling and public transport;",501,51110,201505
"Encourage alternatives to travel, such as video-conferencing;",501,51110,201505
Integrate different transport options and provide seamless door–to-door journeys;,501,51110,201505
"Prioritise everyday access for everybody wherever they live to local facilities such as the shops, the doctors’ surgery, schools and workplaces;",501,51110,201505
and Enable more people to get to where they need to go while using a car less.,501,51110,201505
"Green Party transport policy prioritises in this order, building from the bottom up:",501,51110,201505
walking and disabled access to all other forms of transport;,501,51110,201505
cycling;,501,51110,201505
"public transport (trains, light rail/trams, buses and ferries)",501,51110,201505
and rail- and water-borne freight;,501,51110,201505
"light goods vehicles, taxis and low-powered motor cycles;",501,51110,201505
private motorised transport (cars and high-powered motor cycles);,501,51110,201505
heavy goods vehicles;,501,51110,201505
and aircraft.,501,51110,201505
Green councillors mean safer streets...,501,51110,201505
"Green councillors were instrumental in bringing in 20 mph limits on many residential roads in Norwich, Islington and Leicester, as well as a default 20 mph limit on all residential roads in Lancashire and in Brighton & Hove.",501,51110,201505
"For trains to play their part in the total journey experience, they need to connect seamlessly with buses and convenient walking and cycling routes to local centres of habitation.",413,51110,201505
The Green Party is committed to bringing rail services into public ownership and control.,413,51110,201505
"The current fragmented structure does not put the passenger and the total journey experience at the centre of planning and has created a costly, wasteful, uncoordinated outcome.",413,51110,201505
"Recent experience in running the East Coast Main Line within the public sector has shown that both quality and receipts to the Treasury go up when a rail service is run in this way,",413,51110,201505
"whereas experience on the West Coast Main Line in the private sector shows that the franchise system is costly, wasteful and not fit for purpose.",413,51110,201505
The Green Party will consult widely on the organisational details of a rail operation in public ownership and how it will link to democratic accountability at the regional and city-region geographical scales.,413,51110,201505
Diesel exhaust emissions are a known human carcinogen,501,51110,201505
"and diesel trains do not perform as well as electrified rail operations in terms of passenger comfort, acceleration and deceleration, and the ability to make more stops at intermediate stations with minimal impact on overall journey time.",501,51110,201505
The Green Party wants to see electrification of the railway system to achieve levels to be found in Germany (59% of track electrified) or Sweden (73% electrified).,501,51110,201505
The UK has 34% of its track electrified.,501,51110,201505
"High levels of electrification reduce health-damaging air pollution,",501,51110,201505
reduce greenhouse gases,501,51110,201505
and deliver a much-improved passenger experience.,501,51110,201505
"Electrification will also require new rolling stock and the Green Party will promote the design and manufacturing of this new stock in the UK,",501,51110,201505
contributing to job creation in those regions with higher than average unemployment.,701,51110,201505
"Putting this plan into action for the common good means bringing the railways back into public ownership – making them belong to you and me, run by rail workers for passengers.",413,51110,201505
"On 26 June 2013, Green MP Caroline Lucas published a Private Members’ Bill to do just this, a policy supported by 66% of the British public.",413,51110,201505
The privatised railways cost over £1 billion a year in: Interest payments; Debt write-offs; The costs of railway fragmentation; The profit margins of tiers of contractors and sub-contractors;  Payments to shareholders; and Bonuses paid to railway bosses (up to 166% of annual salaries).,413,51110,201505
"Between 1997 and 2013, rail fares leapt by 22%, while road users have experienced a 9% drop – exactly the wrong priority.",413,51110,201505
Rail isn’t really ‘private’ anyway – 60% of the network is owned by state-backed foreign companies.,413,51110,201505
And this ‘private’ system takes £4 billion in public subsidies every year.,413,51110,201505
Labour’s response is to require the state to bid for franchises it already owns – at millions of pounds a time.,305,51110,201505
"As Caroline says, a privatised railway ‘is a blatant transfer of public money to private interests at the expense of the taxpayer and rail passengers’.",413,51110,201505
Bringing the railways back into public ownership would cost very little if it was done as existing franchises fell due for renewal.,413,51110,201505
This will: Save money;,413,51110,201505
Mean a better deal for passengers;,413,51110,201505
Allow local authorities to plan and run local services;,301,51110,201505
Increase the scope for the democratic involvement of local communities in planning and running railways;,202,51110,201505
and Reduce congestion and improve safety.,501,51110,201505
"In addition on the railways, we would not support HS2 (the proposed high-speed network).",416,51110,201505
"The money to be spent on this hugely expensive project, which at best will reduce journey times for a few passengers, would be much better spent on improving the conventional rail connections between various major cities,",416,51110,201505
improving the resilience of the existing network to climate change,416,51110,201505
and reopening lines and stations that have been closed.,416,51110,201505
The major challenge for our transport system is to decarbonise it and end its reliance on fossil fuels.,501,51110,201505
"We would: End the wasteful and destructive national major roads programme, saving £15 billion over the Parliament.",416,51110,201505
"Spend part of this £15 billion on improving and subsidising public transport, with an average fare reduction of 10% costing £8 billion over the Parliament,",413,51110,201505
fixing potholes in existing roads,411,51110,201505
and investing in walking and cycling.,501,51110,201505
Support walking and cycling.,501,51110,201505
"In particular, we would ensure that pedestrians and cyclists get their fare share of road space and would spend at least £30 per head on them over every year of the Parliament.",501,51110,201505
"Funding should be allocated flexibly to make safe, convenient routes that address the needs of pedestrians and cyclists while reducing any risk of conflict between them.",501,51110,201505
"Support the re-regulation of bus services to provide a better, more reliable service.",413,51110,201505
End the favourable tax treatment of aviation,416,51110,201505
and have a separate target for aviation emissions of below 37.5 million tonnes CO2 equivalent a year.,501,51110,201505
"Stop airport expansion, in particular no new runways at either Heathrow or Gatwick,",416,51110,201505
and ban night flying.,501,51110,201505
"Invest in electric vehicle charging points for buses and taxis, and for cars where there are gaps in the network of public and community transport.",501,51110,201505
Incentivise consolidation of white van deliveries so that last-mile deliveries can be made by cargo bikes and electric vehicles in local areas.,501,51110,201505
"Instead of prestige projects such HS2 and new runways, we need to prioritise local transport and make sure it is accessible to everybody.",416,51110,201505
"The Green Party would: Prioritise affordable local public transport,",413,51110,201505
"accessible to all, including those with disabilities.",503,51110,201505
"Support free local transport for pensioners, including the existing local bus pass scheme and the Freedom Pass in London.",504,51110,201505
"Extend free local public transport to young people and students, costing around £4 billion a year.",504,51110,201505
"Develop regional smart payment systems with integrated ticketing, like the London Oyster system.",501,51110,201505
Extend networks of public transport to include rural areas.,503,51110,201505
The numbers of people killed or seriously injured on the UK’s roads have fallen in recent years.,411,51110,201505
"But they are still appallingly high: 1,713 people died on the roads in 2013, and 21,657 were seriously injured, far worse than for other modes of transport.",411,51110,201505
We will: Work for a road transport system that results in zero deaths or serious injuries by systematically reducing sources of danger on the roads.,411,51110,201505
"Reduce both collisions and fuel use by bringing down speed limits, in particular to 20 mph in residential areas, including main roads where people live, work and shop;",501,51110,201505
enforce speed limits with speed cameras and policing.,501,51110,201505
Change the culture of road justice and civil compensation with a road danger reduction approach.,411,51110,201505
A greater duty of care should be expected of drivers in reducing injury and intimidation of vulnerable road users.,503,51110,201505
Motor vehicle drivers should be presumed liable for injuries to pedestrians and cyclists.,503,51110,201505
"If the casualty has contributed to the collision, compensation may be reduced, but not when the victim is a child, elderly (70+) or impaired.",503,51110,201505
Reduce the alcohol limit for drivers to as close to zero as is practicable.,411,51110,201505
Require newly manufactured lorries to be equipped with best practice technology to make sure that drivers are fully aware of the presence of all pedestrians and cyclists.,411,51110,201505
"Pedestrian and cyclist fatalities and serious injuries when involved in collisions with lorries are predictable, preventable and unacceptable.",411,51110,201505
"The technology already exists and is in use in several countries and consists of a mixture of in-cab screens linked to cameras, multiple wing mirrors and physical modification to prevent people being dragged under the vehicle.",411,51110,201505
Lorries already in use must be retro-fitted with the same equipment and lorries not so equipped will not be allowed into our towns and cities.,411,51110,201505
"Reduce lorry activity and road freight volume by improving rail freight services,",411,51110,201505
"reducing the number of empty or partially loaded trips,",411,51110,201505
and using cargo bikes for last-mile deliveries to replace some white van trips.,411,51110,201505
Towns and cities for people We need to rescue our towns and cities from traffic and turn them back into places where we want to be.,501,51110,201505
The Green Party will support an Active Travel Bill for England in order to achieve this.,501,51110,201505
"Make streets healthy and safe places for people to cycle and walk and for children to play,",501,51110,201505
while building physical activity into their daily journeys.,501,51110,201505
"Help schools and workplaces to support active travel to and from work, and encourage local authorities to assist this by linking their public health and transport functions.",411,51110,201505
Ensure that all planning decisions have to take into account the active travel and public transport implications.,411,51110,201505
Make public transport more convenient by integrating ticketing with smart regional ticketing systems such as the LondonOyster card.,411,51110,201505
Introduce road-pricing schemes such as the London congestion charge and road-user tolls for heavy lorries.,411,51110,201505
Begin consultation with a view to developing a framework for the progressive elimination of diesel exhaust emissions.,501,51110,201505
"A major cause of air pollution is emissions from diesel vehicles (cars, buses and trains).",501,51110,201505
We recognise the latest scientific evidence of the harmful effect of diesel on human health.,501,51110,201505
Introduce Ultra Low Emission Zones to ensure air pollution reduces to comply with EU limits.,501,51110,201505
"Reduce the need for car parking spaces by reducing car dependency and transferring trips, where appropriate, to walking, cycling and public transport.",501,51110,201505
"Car parking is expensive to provide, can obstruct pedestrians and people with disabilities if it takes place on pavements, and takes up valuable road space that could be reallocated to pedestrians and cyclists.",501,51110,201505
"Reduce parking spaces in new developments and increase rates of walking, cycling and public transport by strengthening planning law to make best practice travel plans mandatory for workplaces, homes and other destinations.",501,51110,201505
"Eliminate pavement parking and, in close cooperation with waste collection and emergency services, make sure that these essential services have unimpeded access to all addresses.",501,51110,201505
Ensure that parking policies in residential areas deliver a high-quality street environment and reduce the numbers of those who are clogging up residential streets as part of a commuter trip or other activities not related to a visit to an address in that street.,501,51110,201505
Parking charges of all kinds in public car parks and streets will be proportionate to the full cost of providing that facility.,501,51110,201505
Provide cycle parking throughout towns and cities at locations where there is demand,501,51110,201505
and invest in on-street secure cycle storage in residential streets.,501,51110,201505
Approximately 20% of the UK population live in rural areas and many of these are retired and may have to adjust to a lifestyle without a car for health and income reasons.,503,51110,201505
It is essential that rural areas get the best possible deal for widening transport choices.,503,51110,201505
The Green Party does not accept that there is a fundamental and intractable rural transport problem.,501,51110,201505
"Rural transport in many parts of Germany, Austria and Switzerland is of a very high quality and the quality is based on careful planning, coordination and investment and recognition that, although a car will be needed for a proportion of journeys, it is not the default option.",501,51110,201505
"The small village of Gempen in Switzerland, with a population of about 800, has ten buses each day that connect with tram and train services at the next-larger settlement (Dornach).",501,51110,201505
We will: Make sure that rural areas are not neglected when transport budgets and planning for our cities and city regions are under discussion.,501,51110,201505
Develop networks of community and public transport to provide regular links to onward transport networks.,501,51110,201505
Introduce speed limits of 20 mph in villages and 40 mph on rural roads.,501,51110,201505
Green councillors bring safer cycling...,501,51110,201505
Lancaster Greens helped to deliver the Cycling Demonstration Town project with more than £4 million external funding for safer routes and cycling promotion.,501,51110,201505
Greens in power carry out our transport policies,501,51110,201505
"In Green-led Brighton, the Council has: Introduced the largest connected 20 mph zone in the country, and casualties fell by 19%;",501,51110,201505
Built a new cycle hub at the station;,501,51110,201505
"Introduced cycle priority at junctions, proper cycle lanes and cycle contraflow lanes;",501,51110,201505
"Introduced the first ‘floating’ bus stop, resulting in: bus usage increasing by almost 9% over two years,",501,51110,201505
"falling nitrous oxide and carbon dioxide emissions,",501,51110,201505
"an 11% increase in daily cycle journeys between 2009 and 2012,",501,51110,201505
"and falling road casualties, with 200 fewer killed and injured in 2013 than in 2011.",501,51110,201505
"Imagine the UK as a good global neighbour,",107,51110,201505
committed to peacemaking,106,51110,201505
and to helping create the conditions for a flourishing life for everyone on the planet.,107,51110,201505
"This is a UK bent on resolving conflicts rather than making them worse, determined to listen as well as to speak.",106,51110,201505
How about the chance to vote for a Europe of self reliance rather than free trade and indiscriminate growth?,416,51110,201505
Imagine a climate change agreement that is both just and effective.,501,51110,201505
Picture a world where the big decisions are made by democratically elected governments and not by private corporations – picture the end of talk of the Transatlantic Trade and Investment Partnership (TTIP)...,202,51110,201505
"We live in an interconnected world, which brings huge benefits as well as drawbacks.",107,51110,201505
"Decisions that we make affect people in other countries, and events in other countries affect us.",107,51110,201505
"In particular, UK foreign and military policies over many years have contributed to challenges to our security today:",105,51110,201505
By using up global resources or polluting the air or water that we all share;,107,51110,201505
By influencing how much we pay for diminishing natural resources,107,51110,201505
and how much we get paid for our labour;,107,51110,201505
By driving displacement;,107,51110,201505
By creating insecurity at home and abroad.,107,51110,201505
"Greens are internationalists and want to live in a world that is just and fair, secure and peaceful, and where human rights are universally respected.",201,51110,201505
"We will make the UK a force for international good,",107,51110,201505
"respected throughout the global community,",107,51110,201505
with coherent foreign policies based on building effective and cooperative security relations across the world.,106,51110,201505
"All countries deserve a voice in global decision-making, and we want to use ours to support the following:",107,51110,201505
"A new, holistic and consistent approach to peace and defence, which is focused on genuine peacekeeping and respect for the sovereignty of peoples around the world.",106,51110,201505
"A fundamental restructuring of our global economy, with power held at the local and regional level and only passed upwards when international cooperation is necessary.",301,51110,201505
We call this ‘subsidiarity’ – this principle is the basis of our approach to the European Union and other international organisations.,301,51110,201505
"Writing off and writing down unpayable international debt,",107,51110,201505
"avoiding paternalistic aid,",107,51110,201505
and securing the rights of First Nations peoples.,201,51110,201505
"Trade that supports the well-being of workers that can be achieved without breaching sustainability limits is useful, but a blind commitment to ‘free’ trade is not.",416,51110,201505
"A global policy of Contraction and Convergence in which rich countries’ use of finite energy resources contracts, while that of poorer countries expands, to converge on an equitable and sustainable per capita sharing of global energy,",107,51110,201505
designed to keep within 2 degrees C of warming.,501,51110,201505
Only in this way can poor countries improve living standards while the world as a whole avoids hitting resource and climate limits.,107,51110,201505
"Making UK foreign policy genuinely independent, based on the principles of shared responsibility, cooperative security",109,51110,201505
and human rights.,201,51110,201505
"We will: Work to reform the United Nations and associated bodies, to reflect better the needs and interests of all countries,",107,51110,201505
and make the UN more representative and effective through abolishing permanent seats on the UN Security Council (UNSC).,107,51110,201505
Seek negotiated settlements to a range of conflicts around the world,106,51110,201505
"and block sales of weapons and military equipment that increase misery and death for non-combatants and have particularly destructive impacts on vulnerable peoples, notably women and children.",105,51110,201505
"Outlaw the use of torture,",201,51110,201505
the sale of torture equipment,201,51110,201505
"and the rendition of people to countries where torture is not prohibited,",201,51110,201505
and enforce the laws against it.,201,51110,201505
"Take proportionate measures to protect against terrorism,",104,51110,201505
ensuring that civil liberties are not undermined in the process,201,51110,201505
", that communities are not scapegoated",503,51110,201505
and that action reflects a genuine assessment of the threat to our security.,106,51110,201505
"We need targeted policing and security service activities, not mass surveillance,",201,51110,201505
prisons that rehabilitate those convicted of terrorism offences and effective programmes to prevent radicalisation and to deradicalise individuals.,0,51110,201505
"Uphold the principles of freedom of speech and peaceful protest,",201,51110,201505
including support for vulnerable communities of all religious faiths and none.,305,51110,201505
"In relation to specific international challenges around election time: We opposed military interventions in Afghanistan, Libya and Iraq,",105,51110,201505
"and will oppose all future interventions that lack a sufficient moral, legal and democratic mandate",106,51110,201505
"or when military action risks being counter-productive, for example by providing fertile recruitment, fundraising and propaganda opportunities.",105,51110,201505
"We will instead advocate for regional solutions to conflicts and for the UK to take a lead in advancing diplomatic, economic and political solutions to the threats posed by terrorist groups such as ISIS and Boko Haram.",106,51110,201505
We would provide humanitarian support for the millions of refugees displaced by these conflicts.,107,51110,201505
"We seek a just, sustainable and peaceful solution to the Arab-Israeli conflict, based on mutual recognition of the rights to independent statehood for Palestinians and Israelis.",106,51110,201505
We condemn human rights violations by both parties,201,51110,201505
and the oppression and disproportionate use of aggression by the Israeli government against the people of Gaza.,105,51110,201505
We seek to suspend the EU– Israel Association Agreement.,105,51110,201505
"`We condemn state-sanctioned breaches of human rights by countries such as China, Syria, Sudan and Pakistan, as well as by individuals or organisations,",201,51110,201505
`and we advocate the use of sanctions and legal action via the International Criminal Court for those violating international human rights standards.,107,51110,201505
"We would work to support a negotiated settlement between Russia and Ukraine,",106,51110,201505
"while developing a new security structure for the region involving the Organization for Security and Co-operation in Europe, with opposition to arms transfers and military interventions in regional and internal conflicts.",106,51110,201505
A global climate disaster can be prevented only if the whole world works together.,107,51110,201505
"The Green Party will make it its main foreign policy priority to secure a major new international agreement,",107,51110,201505
"in particular at the UN meeting in Paris in December 2015, with a wide-ranging workable plan to arrest climate change",107,51110,201505
and share global resources more evenly.,107,51110,201505
The basis of this agreement should be Contraction and Convergence (C&C).,107,51110,201505
"C&C means: Allowing countries that currently emit very little carbon dioxide to increase their emissions,",107,51110,201505
using their energy resources to reduce poverty and improve their people’s well-being.,107,51110,201505
"Requiring all other countries to reduce their emissions to a small per capita limit, fixed to be consistent with a global limit that keeps temperature rises below 2 degrees C.",107,51110,201505
Recognising the special responsibility of countries such as the UK that have become wealthy from 200 years of fossil-fuelbased industrialisation.,107,51110,201505
Some of this wealth will need to be shared with poorer countries that have left their fossil fuels in the ground and their forests still standing.,107,51110,201505
"In these ways, by an agreed date, every citizen of the world will have a fair and equal share of global emissions potential.",107,51110,201505
Being rich will no longer permit people to unfairly affect the whole world’s atmosphere and climate.,107,51110,201505
The UK’s recent history has been scarred by involvement in ill-advised military interventions that have undermined our national and international security.,105,51110,201505
"The Green Party opposed these interventions, which have brought havoc to Iraq and Libya and only fragile gains in Afghanistan,",105,51110,201505
as well as driving an increased terrorist threat closer to home – all at the cost of many precious lives and vast amounts of money and other resources that could have been better used for other needs.,105,51110,201505
Green MP Caroline Lucas challenged the PM in the debate on 26 September 2014 on military action in Iraq ‘Will the Prime Minister recognise that killing extremists does not kill their ideas?,105,51110,201505
