	text	cmp_code	party_id	date
1281	['additional', 'harbour', 'infrastructure', 'improvement', 'leverage', 'additional', 'european', 'fund']	411	51902	199705
1282	['improve', 'effectiveness', 'research']	411	51902	199705
1283	['scotland', 'international', 'reputation', 'clean', 'nation', 'rich', 'land', 'water']	501	51902	199705
1284	['reality', 'scotland', 'threaten', 'number', 'environmental', 'hazard']	501	51902	199705
1285	['must', 'ensure', 'scotland', 'environment', 'restore', 'people', 'give', 'confidence', 'surrounding']	501	51902	199705
1286	['must', 'also', 'put', 'place', 'good', 'environmental', 'standard', 'cease', 'heedlessly', 'waste', 'resource', 'instead', 'contribute', 'betterment', 'planet', 'share']	501	51902	199705
1287	['retain', 'scottish', 'environmental', 'protection', 'agency', 'ensure', 'independent', 'executive', 'responsible', 'scottish', 'parliament']	501	51902	199705
1288	['establish', 'strict', 'control', 'pollution', 'atmosphere', 'sea', 'inland', 'water', 'land']	501	51902	199705
1289	['control', 'develop', 'promote', 'mean', 'environmental', 'rehabilitation']	501	51902	199705
1290	['establish', 'code', 'practice', 'industry']	403	51902	199705
1291	['ensure', 'full', 'public', 'consultation', 'enquiry', 'environmental', 'impact', 'major', 'project', 'government', 'policy']	501	51902	199705
1292	['snp', 'government', 'also', 'promote', 'recycling', 'contribute', 'global', 'environmental', 'protection']	501	51902	199705
1293	['part', 'overall', 'strategy', 'government', 'snp', 'government', 'establish', 'enshrine', 'national', 'environmental', 'target']	501	51902	199705
1294	['go', 'say', 'snp', 'government', 'would', 'permit', 'nuclear', 'reprocessing', 'take', 'place', 'scotland']	501	51902	199705
1295	['nuclear', 'reprocessing', 'dounreay', 'would', 'end', 'immediately', 'government', 'elect', 'arrangement', 'would', 'make', 'nuclear', 'material', 'originate', 'furth', 'scotland', 'return', 'country', 'origin']	501	51902	199705
1296	['material', 'originate', 'scotland', 'require', 'store', 'scotland', 'long', 'environmentally', 'require']	501	51902	199705
1297	['however', 'rather', 'determination', 'see', 'threat', 'people', 'dounreay', 'see', 'major', 'opportunity']	504	51902	199705
1298	['employment', 'clean', 'storage', 'decommissioning', 'long_term', 'prospect', 'many', 'people']	504	51902	199705
1299	['many', 'other', 'employ', 'new', 'renewable_energy', 'research', 'development', 'centre', 'establish', 'dounreay']	504	51902	199705
1300	['vital', 'resource', 'th_century', 'energy']	408	51902	199705
1301	['energy', 'self', 'sufficiency', 'still', 'ability', 'export', 'energy', 'energy', 'source', 'remain', 'great', 'importance', 'nation']	408	51902	199705
1302	['scotland', 'energy', 'rich', 'nation']	408	51902	199705
1303	['fact', 'alone', 'give', 'confidence', 'face', 'future', 'normal', 'state', 'independence']	301	51902	199705
1304	['part', 'bankrupt', 'date', 'union', 'energy', 'wealth', 'wisely']	410	51902	199705
1305	['fact', 'wealth', 'squander', 'westminster']	301	51902	199705
1306	['independent', 'scotland', 'secure', 'division', 'north', 'sea', 'oil', 'asset', 'base', 'latitude', 'north', 'international', 'legal', 'principle', 'equidistance']	107	51902	199705
1307	['continental', 'shelf', 'jurisdictional', 'order', 'already', 'provide', 'division', 'order', 'date', 'presently', 'place', 'operation', 'english', 'sector', 'govern', 'english', 'law', 'scottish', 'sector', 'govern', 'scottish', 'law']	301	51902	199705
1308	['division', 'operate', 'successive', 'labour', 'tory', 'government', 'place', 'north', 'sea', 'output', 'scottish', 'control', 'percentage', 'grow', 'exploitable', 'reserve', 'move', 'north']	301	51902	199705
1309	['exist', 'obligation', 'oil', 'gas', 'operator', 'honour', 'snp', 'envisage', 'substantive', 'change', 'taxation', 'regime', 'clear', 'stable', 'continue', 'climate', 'oil', 'industry']	402	51902	199705
1310	['policy', 'snp', 'government', 'secure', 'sustainable', 'long_term', 'oil', 'industry']	416	51902	199705
1311	['even', 'present', 'estimate', 'indicate', 'much', 'oil', 'still', 'extract', 'already', 'extract', 'snp', 'government', 'encourage', 'exploration', 'increase', 'know', 'reserve', 'increase', 'recoverability', 'exist', 'field']	410	51902	199705
1312	['snp', 'government', 'seek', 'add', 'value', 'scotland', 'energy', 'resource', 'example', 'end', 'discriminatory', 'pricing', 'policy', 'mean', 'land', 'charge', 'scottish', 'gas', 'field', 'anything', 'time', 'south', 'border', 'situation', 'lead', 'gas', 'north', 'sea', 'pass', 'scotland', 'great', 'gas', 'robbery']	408	51902	199705
1313	['failure', 'achieve', 'satisfactory', 'resolution', 'problem', 'result', 'government', 'examine', 'way', 'gas', 'network', 'instead', 'own', 'single', 'private', 'company', 'could', 'jointly', 'own', 'company', 'interest', 'scottish', 'gas', 'production', 'supply', 'guide', 'golden', 'share', 'hold', 'public', 'good']	413	51902	199705
1314	['addition', 'development', 'chemical', 'activity', 'build', 'scottish', 'land', 'fall', 'scottish', 'resource', 'encourage']	402	51902	199705
1315	['scottish', 'coal', 'industry', 'decimate', 'recent', 'year', 'coal', 'still', 'part', 'play', 'balanced', 'energy', 'policy']	408	51902	199705
1316	['wish', 'see', 'tight', 'control', 'open', 'cast', 'mining']	403	51902	199705
1317	['clear', 'environmental', 'evaluation', 'propose', 'project']	501	51902	199705
1318	['deep', 'mining', 'also', 'need', 'examine', 'view', 'access', 'rich', 'seam', 'abandon', 'early', 'reference', 'modern', 'technology']	411	51902	199705
1319	['resolutely', 'oppose', 'nuclear', 'power', 'generation']	501	51902	199705
1320	['present', 'ability', 'make', 'totally', 'safe', 'knowledge', 'completely', 'certain', 'long_term', 'effect', 'long_term', 'problem']	501	51902	199705
1321	['snp', 'government', 'introduce', 'programme', 'phase', 'nuclear', 'generation', 'scotland']	501	51902	199705
1322	['length', 'phase', 'programme', 'plan', 'take', 'account', 'new', 'energy', 'source', 'come', 'stream', 'safe', 'method', 'remove', 'nuclear', 'generation', 'energy', 'mix']	501	51902	199705
1323	['number', 'source', 'power', 'scotland', 'cheaper', 'well', 'environmentally', 'acceptable', 'nuclear', 'power', 'other', 'develop']	501	51902	199705
1324	['replace', 'nuclear', 'generation', 'scotland', 'require', 'develop', 'alternative', 'energy', 'source', 'renewable', 'sustainable']	501	51902	199705
1325	['snp', 'budget', 'contain', 'allocation', 'funding', 'task', 'also', 'funding', 'scheme', 'energy', 'conservation', 'reduce', 'demand', 'significantly', 'reduce', 'heating', 'bill']	501	51902	199705
1326	['scotland', 'need', 'integrated', 'transport', 'network', 'give', 'good', 'access', 'part', 'country', 'speed', 'good', 'service']	411	51902	199705
1327	['bring', 'nation', 'closer', 'together']	606	51902	199705
1328	['remain', 'need', 'improvement', 'road', 'network', 'must', 'also', 'mindful', 'need', 'reduce', 'overall', 'car', 'lorry', 'usage', 'year', 'ahead', 'particularly', 'town', 'city']	411	51902	199705
1329	['solution', 'reduce', 'car', 'usage', 'particular', 'lie', 'good', 'public', 'transport', 'snp', 'invest', 'rail', 'service']	411	51902	199705
1330	['first', 'return', 'scottish', 'asset', 'railtrack', 'public', 'ownership']	413	51902	199705
1331	['modernise', 'electrify', 'east_coast', 'line', 'commuter', 'rout', 'branch', 'line']	411	51902	199705
1332	['bus', 'coach', 'service', 'also', 'vital', 'must', 'integrated', 'rail', 'service']	411	51902	199705
1333	['effective', 'bus', 'coach', 'transport', 'assist', 'greatly', 'ease', 'road', 'congestion', 'regulation', 'bus', 'operator', 'recognise', 'need', 'guide', 'service', 'development', 'delivery', 'achieve', 'end', 'ensure', 'maintenance', 'vital', 'link']	411	51902	199705
1334	['snp', 'regard', 'toll', 'presently', 'levy', 'skye', 'bridge', 'unacceptable', 'imposition', 'people', 'skye', 'great', 'disincentive', 'creation', 'preservation', 'employment']	503	51902	199705
1335	['snp', 'immediate', 'term', 'replace', 'present', 'toll', 'shadow', 'toll', 'take', 'bridge', 'public', 'ownership', 'first', 'year', 'snp', 'government']	413	51902	199705
1336	['also', 'move', 'removal', 'toll', 'scottish', 'bridge', 'introduce', 'toll', 'new', 'exist', 'bridge', 'road']	503	51902	199705
1337	['ferry', 'vital', 'scotland', 'communication', 'infrastructure', 'national', 'ferry', 'company', 'caledonian', 'macbrayne', 'resourc', 'operate', 'effective', 'economical', 'service', 'scottish', 'water']	411	51902	199705
1338	['allow', 'compete', 'service', 'scotland', 'include', 'service', 'new', 'east', 'scotland', 'ferry', 'port']	411	51902	199705
1339	['abolish', 'air_passenger', 'duty', 'highland', 'island', 'unfairly', 'discriminate', 'scotland', 'remote', 'community', 'modify', 'area', 'reflect', 'cost', 'fare', 'rather', 'impose', 'flat', 'rate', 'work', 'much', 'need', 'low', 'cost', 'air', 'transport']	503	51902	199705
1340	['keep', 'need', 'encourage', 'enterprise', 'development', 'remove', 'unreasonable', 'restriction', 'international', 'freight', 'call', 'fifth', 'freedom']	403	51902	199705
1341	['bear', 'mind', 'scotland', 'crucial', 'geographical', 'place', 'air', 'traffic', 'control', 'co', 'operate', 'european', 'partner', 'develop', 'pan', 'national', 'approach', 'air', 'space', 'regulation']	411	51902	199705
1342	['develop', 'modernise', 'oceanic', 'air', 'traffic', 'control', 'centre']	411	51902	199705
1343	['scotland', 'need', 'direct', 'air', 'link', 'world', 'work', 'private', 'operator', 'make', 'sustainable']	403	51902	199705
1344	['well', 'assist', 'scottish', 'airport', 'provide', 'high', 'quality', 'service', 'easily', 'accessible', 'passenger']	403	51902	199705
1345	['final', 'area', 'opportunity', 'scotland', 'challenge', 'global', 'connect', 'part', 'scotland', 'would', 'otherwise', 'remote']	411	51902	199705
1346	['also', 'open', 'scotland', 'world', 'world', 'scotland']	107	51902	199705
1347	['snp', 'government', 'strengthen', 'regulation', 'monopoly', 'supplier', 'market', 'facilitate', 'great', 'competition', 'embrace', 'drive', 'common', 'european', 'world', 'standard']	403	51902	199705
1348	['support', 'communication', 'development', 'rural', 'area', 'particularly', 'highland', 'island']	411	51902	199705
1349	['assist', 'university', 'highland', 'island', 'establish', 'world', 'lead', 'distance', 'learn', 'internet', 'mean']	506	51902	199705
1350	['telecroft', 'telecommut', 'much', 'offer', 'country', 'scotland', 'snp', 'government', 'explore', 'tax', 'incentive', 'individual', 'business', 'take', 'route']	402	51902	199705
1351	['pattern', 'work', 'reduce', 'demand', 'city', 'transport', 'facility', 'encourage']	411	51902	199705
1352	['however', 'whatev', 'polici', 'government', 'follow', 'impact', 'internet', 'global', 'communication', 'also', 'take', 'strongly', 'pro', 'active', 'stance', 'encourage', 'domestic', 'educational', 'business', 'access', 'information', 'super', 'highway']	411	51902	199705
1353	['st_century', 'century', 'information', 'information', 'resource', 'empower', 'tool']	411	51902	199705
1354	['scot', 'spend', 'long', 'follow', 'trend', 'rather', 'set', 'snp', 'government', 'set', 'policy', 'objective', 'commercial', 'support', 'internet', 'scottish', 'company', 'access', 'present', 'provide', 'service', 'net']	411	51902	199705
1355	['individual', 'school', 'integrate', 'world', 'knowledge', 'base', 'experience', 'contribute']	411	51902	199705
1356	['rate', 'involvement', 'access', 'internet', 'regulate', 'commerce', 'competition', 'government', 'role', 'support', 'scottish', 'endeavour', 'field']	403	51902	199705
1357	['enable', 'educational']	506	51902	199705
1358	['scotland', 'technology', 'manufacturing', 'base', 'gain', 'great', 'deal', 'seek', 'always', 'part', 'cutting_edge', 'technology']	411	51902	199705
1359	['attitude', 'internet', 'ally', 'encouragement', 'software', 'manufacture', 'hardware', 'assembly', 'core', 'scottish', 'industry', 'assess', 'regular', 'interval', 'government', 'strategy', 'lead', 'scotland', 'modern', 'potential', 'instead', 'drag', 'case']	411	51902	199705
1360	['keep', 'open', 'positive', 'philosophy', 'net', 'access', 'new', 'regulation', 'censorship', 'control', 'introduce', 'support', 'give', 'rating', 'system', 'prevent', 'unwitting', 'access']	403	51902	199705
1361	['however', 'scot', 'law', 'require', 'develop', 'mean', 'combat', 'computer', 'fraud', 'exist', 'law', 'need', 'examine', 'see', 'scope', 'deal', 'abuse', 'individual', 'computer', 'mean']	605	51902	199705
1362	['professor', 'christopher', 'harvie', 'call', 'scotland', 'invisible', 'nation', 'europe']	0	51902	199705
1363	['time', 'scotland', 'become', 'visible', 'resume', 'place', 'world']	107	51902	199705
1364	['snp', 'government', 'would', 'wish', 'make', 'certain', 'scotland', 'traditional', 'openness', 'europe', 'world', 'colour', 'international', 'relation']	107	51902	199705
1365	['secure', 'independent', 'parliament', 'home']	301	51902	199705
1366	['benefit', 'international', 'cooperation', 'full', 'equal', 'membership', 'international', 'organisation', 'would', 'greatly', 'strengthen', 'scotland', 'ability', 'defend', 'promote', 'interest', 'world', 'shrink', 'day']	107	51902	199705
1367	['scotland', 'full', 'member', 'european_union', 'participate', 'fully', 'institution', 'union']	108	51902	199705
1368	['small', 'independent', 'country', 'scotland', 'considerable', 'influence', 'europe', 'increasingly', 'dominate', 'small', 'member_state']	301	51902	199705
1369	['full', 'voting', 'power', 'european', 'council', 'council', 'minister']	301	51902	199705
1370	['representative', 'would', 'position', 'advocate', 'scotland', 'behalf', 'right', 'veto', 'decision', 'affect', 'scotland', 'vital', 'national', 'interest']	301	51902	199705
1371	['far', 'cry', 'present', 'powerlessness', 'endure']	301	51902	199705
1372	['considerable', 'distance', 'still', 'powerless', 'observer', 'status', 'labour', 'propose', 'devolution', 'plan']	305	51902	199705
1373	['snp', 'government', 'influence', 'voting', 'power', 'gain', 'maximum', 'benefit', 'scottish', 'industry', 'scottish', 'people']	301	51902	199705
1374	['priority', 'would', 'enter', 'negotiation', 'new', 'common_fisherie', 'policy', 'get', 'good', 'deal', 'scotland', 'fishing', 'industry', 'orientate', 'common_agricultural', 'policy', 'work', 'land']	703	51902	199705
1375	['ensure', 'rural', 'urban', 'area', 'scotland', 'receive', 'maximum', 'help', 'appropriate', 'fund']	301	51902	199705
1376	['scotland', 'representation', 'european', 'parliament', 'would', 'double', 'independence', 'snp', 'support', 'introduction', 'europe', 'wide', 'voting', 'system', 'parliament', 'strengthen', 'democracy']	202	51902	199705
1377	['interim', 'introduce', 'proportional', 'system', 'first', 'election', 'independence']	202	51902	199705
1378	['support', 'extend', 'parliament', 'power', 'include', 'proper', 'scrutiny', 'council', 'commission']	202	51902	199705
1379	['independent', 'scottish', 'parliament', 'elect', 'scotland', 'commissioner', 'course', 'scotland', 'would', 'take', 'turn', 'european', 'presidency', 'bring', 'substantial', 'benefit', 'nation']	301	51902	199705
1380	['scotland', 'require', 'cost', 'effective', 'efficient', 'modern', 'diplomatic', 'presence', 'world', 'capital']	107	51902	199705
1381	['small', 'nation', 'attempt', 'emulate', 'imperial', 'pretension', 'united_kingdom', 'instead', 'target', 'diplomatic', 'effort', 'good']	107	51902	199705
1382	['scotland', 'embassy', 'consulate', 'exist', 'promote', 'scottish', 'trade', 'industry']	410	51902	199705
1383	['look', 'scottish', 'citizen']	606	51902	199705
1384	['represent', 'good', 'scotland', 'world']	107	51902	199705
1385	['already', 'pay', 'share', 'diplomatic', 'budget', 'receive', 'little', 'return']	305	51902	199705
1386	['independent', 'scotland', 'would', 'get', 'much', 'good', 'return', 'necessary', 'expenditure']	301	51902	199705
1387	['independence', 'mean', 'join', 'stay', 'separate']	107	51902	199705
1388	['real', 'separatist', 'put', 'present', 'condition', 'allow', 'take', 'full', 'part', 'anything']	602	51902	199705
1389	['scotland', 'full', 'member', 'commonwealth']	101	51902	199705
1390	['membership', 'promote', 'international', 'co_operation', 'market', 'expertise']	410	51902	199705
1391	['particularly', 'educational', 'field', 'scottish', 'university', 'college', 'already', 'good', 'reputation']	506	51902	199705
1392	['scotland', 'member', 'council', 'europe', 'unite', 'almost', 'nation', 'continent']	107	51902	199705
1393	['council', 'best', 'know', 'offshoot', 'european', 'court', 'human_right', 'independent', 'scotland', 'fully', 'support', 'council', 'court', 'seek', 'assist', 'make', 'judgement', 'deliberation', 'effective']	107	51902	199705
1394	['scotland', 'member', 'united_nation']	107	51902	199705
1395	['scottish', 'mission', 'would', 'important', 'scottish', 'diplomatic', 'posting', 'scottish', 'permanent', 'representative', 'eu']	107	51902	199705
1396	['scotland', 'membership', 'support', 'peacekeeping', 'development', 'aid', 'cultural', 'educational', 'programme']	107	51902	199705
1397	['many', 'member', 'pay', 'due', 'work', 'necessary', 'reform']	107	51902	199705
1398	['finally', 'scotland', 'seek', 'assist', 'establishment', 'association', 'state', 'british', 'isle', 'include', 'england', 'wale', 'ireland']	101	51902	199705
1399	['group', 'work', 'together', 'problem', 'possibility', 'exist', 'area', 'help', 'joint', 'action']	101	51902	199705
1400	['part', 'play', 'central', 'role', 'defence', 'realm', 'scotland']	104	51902	199705
1401	['military', 'naval', 'tradition', 'well', 'know', 'professionalism', 'service', 'man', 'woman', 'enormous', 'asset', 'independent', 'state']	104	51902	199705
1402	['date', 'independence', 'serve', 'service', 'personnel', 'scotland', 'give', 'opportunity', 'transfer', 'scottish', 'defence_force']	301	51902	199705
1403	['guarantee', 'apply', 'mod', 'personnel', 'serve', 'scotland']	301	51902	199705
1404	['conscription', 'necessary', 'desirable', 'anticipate']	105	51902	199705
1405	['indeed', 'modern', 'defence', 'reject', 'conscription', 'costly', 'many', 'way', 'conscription', 'would', 'backward', 'look', 'cul', 'de', 'sac']	105	51902	199705
1406	['scotland', 'geographic', 'position', 'vital', 'asset', 'international', 'perspective', 'modern', 'efficient', 'appropriate', 'defence', 'structure', 'establish', 'professional', 'well', 'resourc', 'well', 'target', 'task']	104	51902	199705
1407	['scottish', 'army', 'require', 'infantry', 'battalion', 'commando', 'battalion', 'armour', 'regiment', 'requisite', 'combat', 'support', 'combat', 'supply', 'service', 'unit']	104	51902	199705
1408	['station', 'exist', 'barracks', 'army', 'require', 'regular', 'regular', 'reservist', 'national', 'reserve', 'mod', 'civilian']	104	51902	199705
1409	['traditional', 'scottish', 'regiment', 'restore', 'wherever_possible']	104	51902	199705
1410	['scottish', 'navy', 'require', 'surface', 'submarine', 'craft', 'base', 'faslane', 'rosyth', 'berthing', 'base', 'lerwick']	104	51902	199705
1411	['regular', 'regular', 'reserve', 'national', 'reserve', 'well', 'mod', 'personnel']	104	51902	199705
1412	['scottish', 'air', 'force', 'fix', 'wing', 'helicopter', 'capability']	104	51902	199705
1413	['main', 'base', 'leuchar', 'kinloss', 'lossiemouth']	104	51902	199705
1414	['regular', 'regular', 'reservist', 'national', 'reserve', 'mod', 'civilian']	104	51902	199705
1415	['scottish', 'defence_force', 'prioritise', 'joint', 'service', 'training', 'support', 'command', 'structure', 'develop', 'avoid', 'needless', 'costly', 'duplication', 'effort']	303	51902	199705
1416	['culture', 'inter', 'service', 'co_operation', 'central', 'force', 'philosophy']	104	51902	199705
1417	['tradition', 'scottish', 'unit', 'build', 'many', 'year', 'foster', 'maintain', 'defence_force']	104	51902	199705
1418	['independent', 'scotland', 'contribute', 'benefit', 'international', 'co_operation', 'especially', 'peace', 'keep', 'training', 'conflict_resolution']	106	51902	199705
1419	['addition', 'snp', 'support', 'common', 'security', 'defence', 'policy', 'would', 'participate', 'western', 'european_union', 'organisation', 'security', 'co_operation', 'europe', 'north', 'atlantic', 'co_operation', 'council', 'partnership', 'peace']	106	51902	199705
1420	['peacekeeping', 'college', 'establish', 'scotland', 'instruct', 'sdf', 'foreign', 'personnel', 'theory', 'practice', 'peace', 'keep', 'seek', 'place', 'scotland', 'forefront', 'international', 'peacekeeping', 'effort']	106	51902	199705
1421	['long', 'stand', 'objection', 'nuclear_weapon']	105	51902	199705
1422	['negotiate', 'phase', 'complete', 'withdrawal', 'trident', 'clyde', 'invest', 'saving', 'costly', 'deadly', 'unnecessary', 'nuclear', 'deterrent', 'conventional', 'defence', 'well', 'priority', 'include', 'health', 'education']	105	51902	199705
1423	['independent', 'scotland', 'inherit', 'treaty', 'obligation', 'nato']	105	51902	199705
1424	['however', 'opposition', 'nuclear', 'defence', 'make', 'continued', 'participation', 'nuclear', 'alliance', 'difficult']	105	51902	199705
1425	['therefore', 'propose', 'negotiate', 'phase', 'withdrawal', 'nato']	105	51902	199705
1426	['retain', 'military', 'co_operation', 'nato', 'nation', 'result', 'propose', 'international', 'involvement', 'already', 'mention']	104	51902	199705
1427	['defence', 'industry', 'scotland', 'free', 'carry', 'business', 'cooperation', 'firm', 'scotland']	401	51902	199705
1428	['end', 'user', 'certification', 'stringent', 'scrutiny', 'time', 'scottish', 'firm', 'priority', 'tender', 'sdf', 'contract', 'constraint', 'legislation']	412	51902	199705
1429	['refit', 'sdf', 'navy', 'take', 'place', 'rosyth']	104	51902	199705
1430	['roll', 'programme', 'equipment', 'replacement', 'enhance', 'position', 'scottish', 'defence', 'contractor', 'last', 'national', 'force', 'attend']	104	51902	199705
1431	['totally', 'dependent', 'lottery', 'defence', 'procurement', 'procedure', 'run', 'distant', 'often', 'deaf', 'whitehall']	305	51902	199705
1432	['also', 'promote', 'defence', 'diversification', 'funding', 'already', 'allocate', 'snp', 'budget']	104	51902	199705
1433	['highly_skilled', 'scottish', 'defence', 'manufacturing', 'company', 'worker', 'bright', 'future', 'supply', 'sdf', 'encourage', 'assist', 'expand', 'ability', 'market']	104	51902	199705
1434	['remain', 'matter', 'shame', 'rich', 'nation', 'world', 'miserly', 'come', 'international', 'aid']	602	51902	199705
1435	['presently', 'fall', 'far', 'short', 'agree', 'international', 'target', 'gdp', 'spend', 'international', 'aid']	602	51902	199705
1436	['indeed', 'recent', 'cut', 'take', 'gdp', 'share']	602	51902	199705
1437	['budget', 'steady', 'growth', 'low', 'point', 'shall', 'inherit', 'aim', 'reach', 'year']	107	51902	199705
1438	['period', 'allow', 'development', 'necessary', 'infrastructure', 'governmental', 'voluntary', 'meet', 'challenge', 'overseas_aid', 'relief', 'work']	107	51902	199705
1439	['small', 'country', 'europe', 'lead', 'way', 'aid', 'relief', 'international', 'assistance']	107	51902	199705
1440	['sweden', 'norway', 'denmark', 'good', 'example', 'different', 'model', 'work', 'well']	107	51902	199705
1441	['scotland', 'independence']	301	51902	199705
1442	['manifesto', 'lay', 'main', 'proposal', 'snp', 'creation', 'independent', 'nation']	301	51902	199705
1443	['sensitive', 'compassionate', 'forward', 'look', 'governance', 'nation', 'snp', 'believe', 'deliver']	305	51902	199705
1444	['plan', 'would', 'worthless', 'resource', 'pay']	305	51902	199705
1445	['aspire', 'govern', 'scotland', 'also', 'plan', 'detail', 'country']	305	51902	199705
1446	['publish', 'manifesto', 'fully', 'cost', 'budget', 'first', 'year', 'independence']	301	51902	199705
1447	['budget', 'take', 'account', 'rich', 'scotland', 'extra', 'resource', 'generate', 'new', 'approach', 'business', 'individual', 'taxation']	410	51902	199705
1448	['lay', 'area', 'order', 'spending', 'switching', 'resource', 'needless', 'project', 'trident', 'need', 'project', 'new', 'school', 'hospital']	504	51902	199705
1449	['accompany', 'document', 'explain', 'budget', 'measure', 'detail', 'chart', 'opposite', 'give', 'basic', 'financial', 'information', 'answer', 'question']	0	51902	199705
1450	['money', 'come']	0	51902	199705
1451	['money', 'go']	0	51902	199705
1452	['also', 'give', 'strong', 'affirmation', 'alex', 'salmond', 'use', 'introduction']	0	51902	199705
1453	[]	301	51902	199705
1454	['may', 'opportunity', 'use', 'vote', 'choose', 'scotland', 'future']	202	51902	199705
1455	['lay', 'manifesto', 'plan', 'proposal', 'alone', 'political_partie', 'clearly', 'cost']	305	51902	199705
1456	['also', 'alone', 'political_partie', 'scottish', 'national', 'party', 'offering', 'programme', 'make', 'scotland', 'scotland']	301	51902	199705
1457	['programme', 'use', 'scottish', 'resource', 'scottish', 'principle', 'solve', 'scottish', 'problem']	301	51902	199705
1458	['independence', 'normal', 'status', 'nation']	301	51902	199705
1459	['nation', 'world', 'small', 'scotland', 'much', 'poor']	107	51902	199705
1460	['yet', 'choose', 'independence', 'would', 'wish', 'give']	301	51902	199705
1461	['together']	606	51902	199705
1462	[]	301	51902	199705
1463	['free']	301	51902	199705
1464	['independent']	301	51902	199705
1465	['pay', 'way', 'world']	107	51902	199705
1466	['must']	301	51902	199705
1467	['snp', 'stand', 'scotland']	601	51902	200106
1468	['stand', 'independence']	301	51902	200106
1469	['stand', 'people', 'people', 'live', 'rich', 'country']	305	51902	200106
1470	['westminster', 'election', 'people', 'scotland', 'choice']	305	51902	200106
1471	['choice', 'scottish', 'national', 'party', 'stand', 'scotland']	601	51902	200106
1472	['campaign', 'independence']	301	51902	200106
1473	['london', 'party', 'fail', 'country', 'long']	305	51902	200106
1474	['election', 'snp_mp', 'westminster', 'parliament', 'vote', 'scotland', 'vote', 'independence']	601	51902	200106
1475	['vote', 'mp', 'commit', 'win', 'independence']	301	51902	200106
1476	['work', 'bring', 'independence', 'quickly', 'possible']	301	51902	200106
1477	['also', 'vote', 'win', 'power', 'scottish', 'parliament']	301	51902	200106
1478	['vote', 'mp', 'always', 'put', 'scotland', 'first']	301	51902	200106
1479	['snp_mp', 'elect', 'westminster', 'strong', 'case', 'referendum', 'independence']	301	51902	200106
1480	['majority', 'snp_mp', 'trigger', 'referendum']	301	51902	200106
1481	['mean', 'country', 'get', 'chance', 'vote', 'independence']	301	51902	200106
1482	['complete', 'power', 'parliament']	301	51902	200106
1483	['democratic', 'referendum']	301	51902	200106
1484	['advance', 'referendum', 'snp_mp', 'put', 'case', 'complete', 'power', 'scottish', 'parliament', 'day', 'westminster', 'parliament']	202	51902	200106
1485	['effective', 'scottish', 'parliament', 'must', 'ability', 'take', 'key', 'decision', 'matter', 'people', 'country']	301	51902	200106
1486	['snp_mp', 'argue', 'scottish', 'interest', 'time']	601	51902	200106
1487	['campaign', 'strongly', 'anti', 'scottish', 'legislation', 'measure', 'westminster']	601	51902	200106
1488	['split', 'loyalty']	601	51902	200106
1489	['work', 'first', 'last', 'always', 'scottish', 'interest']	601	51902	200106
1490	['snp_mp', 'elect', 'westminster', 'parliament', 'scotland']	601	51902	200106
1491	['vote', 'snp', 'vote', 'strong', 'voice', 'country']	305	51902	200106
1492	['snp', 'go', 'westminster', 'key', 'aim']	305	51902	200106
1493	['drive', 'scotland', 'forward', 'independence']	301	51902	200106
1494	['complete', 'power', 'scottish', 'parliament']	301	51902	200106
1495	['strong', 'voice', 'strong', 'make', 'case', 'independence']	301	51902	200106
1496	['deliver', 'democratic', 'referendum']	202	51902	200106
1497	['deliver', 'good', 'deal', 'scotland']	601	51902	200106
1498	['large', 'snp', 'presence', 'house', 'common', 'good', 'chance', 'make', 'sure', 'scotland', 'get', 'good', 'deal']	601	51902	200106
1499	['protect', 'scotland', 'bad', 'failing', 'westminster', 'rule']	301	51902	200106
1500	['snp_mp', 'great', 'chance', 'stop', 'next', 'fuel', 'tax', 'hike']	301	51902	200106
1501	['next', 'attack', 'scottish', 'public', 'spending']	301	51902	200106
1502	['independence', 'release', 'energy', 'potential', 'opportunity', 'need', 'transform', 'country']	301	51902	200106
1503	['build', 'vibrant', 'exciting', 'future', 'child']	301	51902	200106
1504	['vision', 'scotland', 'care', 'enterpris', 'country']	301	51902	200106
1505	['individual', 'able', 'get', 'world', 'regardless', 'come']	301	51902	200106
1506	['believe', 'strongly', 'modern', 'role', 'scotland', 'democratic', 'government', 'keystone', 'build', 'modern', 'scottish', 'society', 'economy']	301	51902	200106
1507	['government', 'pool', 'collective', 'resource', 'society', 'focus', 'deliver', 'healthy']	301	51902	200106
1508	['well', 'educate', 'people']	301	51902	200106
1509	['live', 'st_century', 'environment']	301	51902	200106
1510	['care', 'time', 'need']	501	51902	200106
1511	['scotland', 'already', 'parliament', 'parliament', 'limited', 'power']	301	51902	200106
1512	['stand', 'complete', 'power', 'parliament']	301	51902	200106
1513	['remove', 'power', 'issue', 'remain', 'london']	301	51902	200106
1514	['bring', 'scotland']	301	51902	200106
1515	['equip', 'scottish', 'people', 'power', 'normal', 'country', 'world']	301	51902	200106
1516	['stand', 'give', 'people', 'scotland', 'chance', 'vote', 'power', 'decide', 'spend', 'resource', 'revenue', 'scotland']	301	51902	200106
1517	['decide', 'amount', 'investment', 'public', 'service']	301	51902	200106
1518	['want', 'amount', 'benefit', 'wish', 'allocate', 'need']	301	51902	200106
1519	['power', 'london', 'present']	301	51902	200106
